iter	Passed	Remaining
1664	56041	11275
1665	56073	11241
1666	56104	11207
1667	56136	11173
1668	56167	11139
1669	56198	11105
1670	56230	11071
1671	56261	11036
1672	56293	11002
1673	56324	10968
1674	56356	10934
1675	56390	10901
1676	56423	10867
1677	56453	10833
1678	56485	10799
1679	56516	10765
1680	56549	10731
1681	56581	10697
1682	56614	10663
1683	56646	10629
1684	56678	10595
1685	56708	10561
1686	56741	10527
1687	56775	10494
1688	56817	10462
1689	56850	10428
1690	56883	10394
1691	56916	10360
1692	56947	10326
1693	56979	10292
1694	57011	10258
1695	57042	10224
1696	57075	10190
1697	57106	10156
1698	57138	10122
1699	57173	10089
1700	57222	10058
1701	57263	10026
1702	57297	9992
1703	57328	9958
1704	57359	9924
1705	57391	9890
1706	57421	9856
1707	57453	9822
1708	57485	9788
1709	57516	9754
1710	57548	9720
1711	57579	9686
1712	57610	9652
1713	57641	9618
1714	57674	9584
1715	57711	9551
1716	57744	9517
1717	57779	9484
1718	57813	9450
1719	57847	9417
1720	57879	9383
1721	57913	9349
1722	57945	9315
1723	57976	9281
1724	58008	9247
1725	58039	9213
1726	58073	9180
1727	58107	9146
1728	58140	9112
1729	58175	9079
1730	58212	9046
1731	58246	9012
1732	58281	8979
1733	58320	8946
1734	58355	8913
1735	58386	8879
1736	58417	8845
1737	58448	8811
1738	58480	8777
1739	58512	8743
1740	58544	8709
1741	58576	8675
1742	58606	8641
1743	58638	8607
1744	58669	8573
1745	58701	8539
1746	58731	8505
1747	58763	8471
1748	58796	8437
1749	58828	8404
1750	58860	8370
1751	58891	8336
1752	58922	8302
1753	58955	8268
1754	58988	8234
1755	59021	8201
1756	59057	8167
1757	59094	8134
1758	59129	8101
1759	59162	8067
1760	59196	8034
1761	59230	8000
1762	59268	7967
1763	59300	7933
1764	59332	7899
1765	59363	7865
1766	59395	7831
1767	59427	7798
1768	59459	7764
1769	59490	7730
1770	59521	7696
1771	59553	7662
1772	59585	7628
1773	59615	7594
1774	59650	7561
1775	59707	7530
1776	59746	7497
1777	59777	7463
1778	59809	7429
1779	59842	7396
1780	59875	7362
1781	59905	7328
1782	59936	7294
1783	59968	7260
1784	60000	7227
1785	60033	7193
1786	60067	7159
1787	60098	7125
1788	60129	7091
1789	60159	7057
1790	60191	7024
1791	60224	6990
1792	60259	6956
1793	60295	6923
1794	60332	6890
1795	60365	6856
1796	60399	6823
1797	60433	6789
1798	60468	6756
1799	60502	6722
1800	60536	6688
1801	60569	6655
1802	60601	6621
1803	60633	6587
1804	60664	6553
1805	60695	6519
1806	60728	6486
1807	60761	6452
1808	60793	6418
1809	60827	6385
1810	60857	6351
1811	60889	6317
1812	60921	6283
1813	60952	6249
1814	60983	6215
1815	61031	6183
1816	61063	6150
1817	61096	6116
1818	61128	6082
1819	61160	6048
1820	61195	6015
1821	61232	5982
1822	61271	5948
1823	61305	5915
1824	61338	5881
1825	61371	5848
1826	61403	5814
1827	61436	5780
1828	61469	5746
1829	61501	5713
1830	61532	5679
1831	61563	5645
1832	61594	5611
1833	61626	5577
1834	61659	5544
1835	61692	5510
1836	61726	5477
1837	61759	5443
1838	61793	5409
1839	61825	5376
1840	61857	5342
1841	61890	5308
1842	61920	5274
1843	61952	5241
1844	61983	5207
1845	62014	5173
1846	62047	5139
1847	62080	5106
1848	62113	5072
1849	62147	5038
1850	62184	5005
1851	62219	4972
1852	62253	4938
1853	62290	4905
1854	62323	4871
1855	62356	4838
1856	62391	4804
1857	62427	4771
1858	62461	4737
1859	62495	4703
1860	62533	4670
1861	62566	4637
1862	62601	4603
1863	62668	4572
1864	62705	4539
1865	62742	4505
1866	62779	4472
1867	62816	4438
1868	62852	4405
1869	62886	4371
1870	62920	4338
1871	62955	4304
1872	62991	4271
1873	63027	4237
1874	63065	4204
1875	63106	4171
1876	63148	4138
1877	63187	4104
1878	63251	4073
1879	63295	4040
1880	63332	4006
1881	63369	3973
1882	63405	3939
1883	63440	3906
1884	63475	3872
1885	63510	3838
1886	63548	3805
1887	63583	3771
1888	63620	3738
1889	63657	3704
1890	63693	3671
1891	63729	3637
1892	63764	3604
1893	63801	3570
1894	63840	3537
1895	63875	3503
1896	63909	3470
1897	63944	3436
1898	63979	3402
1899	64013	3369
1900	64050	3335
1901	64084	3301
1902	64146	3269
1903	64187	3236
1904	64228	3202
1905	64269	3169
1906	64303	3135
1907	64336	3102
1908	64370	3068
1909	64404	3034
1910	64440	3001
1911	64475	2967
1912	64509	2933
1913	64542	2900
1914	64573	2866
1915	64605	2832
1916	64638	2798
1917	64671	2764
1918	64705	2731
1919	64740	2697
1920	64773	2663
1921	64803	2629
1922	64835	2596
1923	64867	2562
1924	64909	2528
1925	64941	2495
1926	64973	2461
1927	65006	2427
1928	65037	2393
1929	65069	2360
1930	65102	2326
1931	65135	2292
1932	65168	2258
1933	65200	2225
1934	65231	2191
1935	65262	2157
1936	65297	2123
1937	65328	2089
1938	65363	2056
1939	65396	2022
1940	65427	1988
1941	65461	1955
1942	65499	1921
1943	65538	1887
1944	65574	1854
1945	65611	1820
1946	65647	1787
1947	65682	1753
1948	65720	1719
1949	65758	1686
1950	65798	1652
1951	65834	1618
1952	65870	1585
1953	65909	1551
1954	65945	1517
1955	65979	1484
1956	66037	1450
1957	66068	1417
1958	66101	1383
1959	66133	1349
1960	66164	1315
1961	66198	1282
1962	66229	1248
1963	66259	1214
1964	66290	1180
1965	66321	1146
1966	66352	1113
1967	66384	1079
1968	66417	1045
1969	66450	1011
1970	66486	978
1971	66522	944
1972	66557	910
1973	66590	877
1974	66623	843
1975	66657	809
1976	66691	775
1977	66722	742
1978	66754	708
1979	66786	674
1980	66817	640
1981	66852	607
1982	66888	573
1983	66923	539
1984	66958	505
1985	66992	472
1986	67026	438
1987	67062	404
1988	67102	371
1989	67137	337
1990	67204	303
1991	67244	270
1992	67277	236
1993	67320	202
1994	67356	168
1995	67393	135
1996	67433	101
1997	67472	67
1998	67545	33
1999	67587	0
