iter	MultiClass
1520	0.3546828945
1521	0.3546255675
1522	0.3545696917
1523	0.3545126464
1524	0.3544237598
1525	0.3543622766
1526	0.3542657028
1527	0.3541993092
1528	0.3541264844
1529	0.3540700151
1530	0.3540072507
1531	0.3539621282
1532	0.3539075797
1533	0.3538443397
1534	0.3537718251
1535	0.3536975808
1536	0.3535796046
1537	0.3535009201
1538	0.3534415816
1539	0.3533993775
1540	0.3533325329
1541	0.353278043
1542	0.3532129064
1543	0.3531401007
1544	0.3530877029
1545	0.353025251
1546	0.3529660763
1547	0.352907194
1548	0.3528505091
1549	0.3527949719
1550	0.3527376664
1551	0.3526291706
1552	0.3525843595
1553	0.3525311304
1554	0.3524693026
1555	0.352394189
1556	0.3523324656
1557	0.3522808751
1558	0.352235053
1559	0.3521574865
1560	0.3520839448
1561	0.3519987703
1562	0.351922883
1563	0.3518738569
1564	0.3517990197
1565	0.3516976099
1566	0.3516491099
1567	0.3515934741
1568	0.3514759481
1569	0.351412161
1570	0.3513479435
1571	0.3512937546
1572	0.3512198142
1573	0.3511558368
1574	0.3510850859
1575	0.351036092
1576	0.3509833369
1577	0.350943087
1578	0.3508956918
1579	0.3508449123
1580	0.3507945297
1581	0.3507464301
1582	0.350696487
1583	0.3506458366
1584	0.3505731877
1585	0.3504908115
1586	0.3504196424
1587	0.350340507
1588	0.3502882245
1589	0.3502385492
1590	0.3501674456
1591	0.3501146823
1592	0.3500481347
1593	0.3499987156
1594	0.3499488167
1595	0.3498747374
1596	0.3498046603
1597	0.3497306228
1598	0.3496506423
1599	0.3495903215
1600	0.3495300174
1601	0.349467409
1602	0.3494080748
1603	0.3493630706
1604	0.3493132338
1605	0.3492646958
1606	0.3492074047
1607	0.349159191
1608	0.3491055506
1609	0.3490226988
1610	0.3489673603
1611	0.3489172698
1612	0.3488466946
1613	0.3487934052
1614	0.3487374445
1615	0.348668874
1616	0.3486016421
1617	0.3485469825
1618	0.3484938391
1619	0.3483976677
1620	0.3483253695
1621	0.348269107
1622	0.3481603479
1623	0.3481039852
1624	0.3480530085
1625	0.3479977411
1626	0.3479358442
1627	0.3478914208
1628	0.34779939
1629	0.3477460769
1630	0.3476950477
1631	0.3476306227
1632	0.3475531885
1633	0.3474914768
1634	0.347437854
1635	0.3473912747
1636	0.3473278814
1637	0.3472538622
1638	0.347191245
1639	0.3471358592
1640	0.3470873757
1641	0.3470221019
1642	0.3469881212
1643	0.3469294274
1644	0.3468818305
1645	0.3468281767
1646	0.3467750633
1647	0.3467056885
1648	0.3466474011
1649	0.3465782595
1650	0.3465026414
1651	0.3464547771
1652	0.346404934
1653	0.3463417969
1654	0.3462817423
1655	0.3462268253
1656	0.3461554919
1657	0.3460769272
1658	0.346013899
1659	0.3459578063
1660	0.3458877659
1661	0.3458423996
1662	0.3457883178
1663	0.3457383046
1664	0.3456878985
1665	0.3456237333
1666	0.3455760573
1667	0.3455160897
1668	0.3454538736
1669	0.3453754967
1670	0.3453267946
1671	0.3452696048
1672	0.345178581
1673	0.3451170079
1674	0.3450629122
1675	0.3450014889
1676	0.3449328324
1677	0.3448661892
1678	0.3447819261
1679	0.3446993205
1680	0.3446334135
1681	0.3445601385
1682	0.344503739
1683	0.3444479462
1684	0.3443935975
1685	0.3443465126
1686	0.3442761688
1687	0.3442082009
1688	0.3441494341
1689	0.3441001208
1690	0.3440419737
1691	0.3439849082
1692	0.3439429541
1693	0.3438816119
1694	0.3438304126
1695	0.3437642143
1696	0.3436653389
1697	0.3436164134
1698	0.3435439903
1699	0.3434871796
1700	0.3434451399
1701	0.3433891539
1702	0.3433453732
1703	0.3432926475
1704	0.3432177122
1705	0.3431694549
1706	0.3431129742
1707	0.3430541563
1708	0.3430083269
1709	0.342931032
1710	0.3428841489
1711	0.3428351044
1712	0.3427835549
1713	0.3427278607
1714	0.342660572
1715	0.3426003907
1716	0.3425359891
1717	0.3424737358
1718	0.3423974304
1719	0.3423517915
1720	0.3422836597
1721	0.3422440561
1722	0.3421880808
1723	0.3421117436
1724	0.3420152528
1725	0.3419537522
1726	0.3419090596
1727	0.3418487756
1728	0.3418061338
1729	0.3417528741
1730	0.3417003088
1731	0.3416446035
1732	0.3415890225
1733	0.3415300262
1734	0.3414866934
1735	0.3414323813
1736	0.3413661935
1737	0.3413035046
1738	0.3412624751
1739	0.341215144
1740	0.3411658615
1741	0.3411204097
1742	0.341065312
1743	0.3410117151
1744	0.3409746484
1745	0.3408888194
1746	0.3408444291
1747	0.3407798819
1748	0.3407429045
1749	0.340695736
1750	0.3406422168
1751	0.340593446
1752	0.3405190197
1753	0.340471153
1754	0.3404119268
1755	0.3403630469
1756	0.3403176367
1757	0.3402625598
1758	0.3402094622
1759	0.3401623217
1760	0.340091295
1761	0.3400416923
1762	0.3399875541
1763	0.3399362755
1764	0.3398679582
1765	0.3398077625
1766	0.3397651566
1767	0.3397246091
1768	0.3396607732
1769	0.339590426
1770	0.3395377665
1771	0.339487166
1772	0.339441461
1773	0.3393770955
1774	0.3392891973
1775	0.3392376281
1776	0.3391884751
1777	0.3391151448
1778	0.3390754514
1779	0.3389941018
1780	0.338932578
1781	0.3388814075
1782	0.3388161162
1783	0.3387724479
1784	0.3387217693
1785	0.3386761383
1786	0.3386175205
1787	0.3385717303
1788	0.3385300166
1789	0.3384798887
1790	0.3384408058
1791	0.3383856794
1792	0.3383294459
1793	0.3382605585
1794	0.3382109203
1795	0.3381547195
1796	0.3381071592
1797	0.3380404341
1798	0.3379897791
1799	0.3378997743
1800	0.3378535836
1801	0.3377981518
1802	0.3377516897
1803	0.3377041602
1804	0.3376484227
1805	0.337583035
1806	0.3375371972
1807	0.3374991501
1808	0.3374469433
1809	0.3373876297
1810	0.3373352833
1811	0.3372862428
1812	0.3372357911
1813	0.3371909828
1814	0.3371313485
1815	0.3370875704
1816	0.3370358714
1817	0.3369783814
1818	0.3369339918
1819	0.336869166
1820	0.3368178333
1821	0.3367708742
1822	0.336714293
1823	0.3366662587
1824	0.336631299
1825	0.3365907845
1826	0.3365483535
1827	0.3364944405
1828	0.3364092323
1829	0.3363750304
1830	0.3363250957
1831	0.3362838122
1832	0.3362351124
1833	0.3361819187
1834	0.336137595
1835	0.336091556
1836	0.3360510137
1837	0.3360074376
1838	0.3359516094
1839	0.3359125234
1840	0.335859762
1841	0.335810148
1842	0.3357444906
1843	0.335685722
1844	0.3356500506
1845	0.3356030321
1846	0.3355536809
1847	0.3355081879
1848	0.3354531342
1849	0.3354099484
1850	0.3353656297
1851	0.3353287046
1852	0.3352646072
1853	0.3352001994
1854	0.3351354206
1855	0.3350885321
1856	0.3350366033
1857	0.33498771
1858	0.3349460701
1859	0.3348976328
1860	0.3348412264
1861	0.3347922652
1862	0.3347453976
1863	0.3346944732
1864	0.3346460417
1865	0.3345784499
1866	0.3345322761
1867	0.3344855844
1868	0.3344514568
1869	0.3343961787
1870	0.3343482433
1871	0.3342994797
1872	0.3342251273
1873	0.3341542378
1874	0.3340985746
1875	0.3340260243
1876	0.3339730391
1877	0.333906267
1878	0.3338465509
1879	0.3338073253
1880	0.3337406513
1881	0.3336649598
1882	0.3336333147
1883	0.3335702853
1884	0.3335143578
1885	0.3334628571
1886	0.3333974651
1887	0.3333457062
1888	0.3332989624
1889	0.3332422371
1890	0.3331921236
1891	0.3331406956
1892	0.333091796
1893	0.3330481273
1894	0.3330104601
1895	0.3329553583
1896	0.3328941057
1897	0.3328315579
1898	0.332765304
1899	0.3327023277
1900	0.3326560332
1901	0.332609571
1902	0.3325652394
1903	0.3325056557
1904	0.3324723782
1905	0.3324108373
1906	0.3323702384
1907	0.3323062373
1908	0.3322564155
1909	0.3322228374
1910	0.332126256
1911	0.3320828354
1912	0.3320309652
1913	0.3319833653
1914	0.3319425124
1915	0.3318976803
1916	0.3318576178
1917	0.3317998395
1918	0.3317662551
1919	0.3317139442
1920	0.3316797479
1921	0.3316335843
1922	0.3315819651
1923	0.3315382728
1924	0.3314942372
1925	0.3314471049
1926	0.3314024393
1927	0.3313560573
1928	0.3313165467
1929	0.3312688402
1930	0.331210763
1931	0.3311647655
1932	0.3311166713
1933	0.3310707083
1934	0.3310189377
1935	0.33096696
1936	0.3309275154
1937	0.3308772838
1938	0.330829924
1939	0.3307821919
1940	0.3307390001
1941	0.3306885033
1942	0.3306295694
1943	0.3305844297
1944	0.3305495701
1945	0.3305108786
1946	0.3304789671
1947	0.3304259791
1948	0.330381589
1949	0.3303201364
1950	0.3302804888
1951	0.3302249275
1952	0.3301902741
1953	0.3301460024
1954	0.3300874516
1955	0.3300231624
1956	0.3299745441
1957	0.3299219672
1958	0.3298672308
1959	0.3298132
1960	0.3297647068
1961	0.3297115816
1962	0.3296674919
1963	0.329628603
1964	0.3295865974
1965	0.3295377117
1966	0.3295014937
1967	0.3294555882
1968	0.3294117666
1969	0.3293769035
1970	0.329321938
1971	0.329272012
1972	0.3292244306
1973	0.3291770482
1974	0.3291394756
1975	0.3291007513
1976	0.3290515944
1977	0.3290027184
1978	0.328958477
1979	0.3289150626
1980	0.3288558975
1981	0.3288200215
1982	0.3287632228
1983	0.3287113123
1984	0.3286495533
1985	0.3286080903
1986	0.328541975
1987	0.3284912137
1988	0.3284492846
1989	0.3284081228
1990	0.3283641098
1991	0.3283086058
1992	0.3282524383
1993	0.3282042761
1994	0.3281495929
1995	0.328103621
1996	0.3280555631
1997	0.3279939804
1998	0.327945044
1999	0.3279029435
