iter	MultiClass
719	0.436458306
720	0.4362346393
721	0.4361249448
722	0.4359704123
723	0.4358342152
724	0.4357256995
725	0.4355223383
726	0.4353671148
727	0.4350948606
728	0.4348870454
729	0.4346663957
730	0.4345129781
731	0.4343962399
732	0.4341934454
733	0.4340637154
734	0.4338458454
735	0.4336962023
736	0.4335792744
737	0.4334748948
738	0.4332629226
739	0.4330506796
740	0.4327657053
741	0.4326252069
742	0.4325043952
743	0.4321998029
744	0.4319590297
745	0.4318605851
746	0.4317388624
747	0.4315695489
748	0.4314139465
749	0.4313016101
750	0.43119515
751	0.4310565197
752	0.430918113
753	0.4307964151
754	0.4306290521
755	0.4304533421
756	0.4301964175
757	0.4300163477
758	0.4298800949
759	0.429731926
760	0.4295824628
761	0.4294517142
762	0.4292775995
763	0.4291170161
764	0.4290279632
765	0.4288225986
766	0.4286766574
767	0.4284963268
768	0.4283607421
769	0.4282000385
770	0.4280546931
771	0.4278611576
772	0.4276821801
773	0.4275939451
774	0.4274333728
775	0.4272899665
776	0.4271952268
777	0.4268803028
778	0.4267101041
779	0.4265618929
780	0.4263904135
781	0.4262069733
782	0.4260577009
783	0.4259291002
784	0.4257194166
785	0.4256174467
786	0.425431298
787	0.4252535497
788	0.4251464964
789	0.4249770368
790	0.4248229932
791	0.4246498757
792	0.4245434781
793	0.4244290019
794	0.42429841
795	0.424108259
796	0.42400371
797	0.4237852333
798	0.4235725125
799	0.4233473776
800	0.4231945868
801	0.4230654057
802	0.4229392783
803	0.4228184529
804	0.4226482476
805	0.422429778
806	0.4222446302
807	0.4221222913
808	0.4219313893
809	0.4218037203
810	0.4216370622
811	0.4214429864
812	0.4213110768
813	0.4211964103
814	0.4210555751
815	0.4209242479
816	0.4207898739
817	0.4206990246
818	0.4206163678
819	0.4205225394
820	0.4203592684
821	0.4202695784
822	0.4201689444
823	0.4200150982
824	0.4197489748
825	0.4195752586
826	0.4194041887
827	0.4192768423
828	0.4191144346
829	0.4190015389
830	0.4188975503
831	0.4187381281
832	0.4185612086
833	0.4184310323
834	0.418312447
835	0.4181448185
836	0.4180158188
837	0.4178766517
838	0.4177341162
839	0.417657566
840	0.4175014425
841	0.4174075146
842	0.4172700384
843	0.4171498973
844	0.4170344884
845	0.4168473999
846	0.4167463396
847	0.4165442905
848	0.4164315693
849	0.416311162
850	0.4162331266
851	0.416140396
852	0.4160556856
853	0.4159235081
854	0.4158248385
855	0.4157311445
856	0.41561605
857	0.4155022019
858	0.4153704968
859	0.4152514392
860	0.4151219113
861	0.4150354925
862	0.4149525708
863	0.4148168669
864	0.4146603749
865	0.4145258994
866	0.4143985628
867	0.4142783456
868	0.4141656518
869	0.4140510113
870	0.4138867954
871	0.413788779
872	0.4136372169
873	0.4134898425
874	0.4133076724
875	0.4131259914
876	0.4129784942
877	0.4128502291
878	0.4127153815
879	0.4125842736
880	0.4124676848
881	0.4123629187
882	0.4122622671
883	0.4121724338
884	0.4120252238
885	0.4118954932
886	0.4117456661
887	0.4116402292
888	0.411528633
889	0.411411321
890	0.411299313
891	0.411179948
892	0.4110784624
893	0.4109818321
894	0.4108490152
895	0.4107676121
896	0.4106752973
897	0.4105714752
898	0.4103911319
899	0.4102136273
900	0.4101351642
901	0.4100080687
902	0.4099038519
903	0.4098152527
904	0.4096005574
905	0.4094778943
906	0.4093765886
907	0.4092865107
908	0.4092044084
909	0.4090546408
910	0.4089406827
911	0.4087894471
912	0.4086906304
913	0.408566469
914	0.4084820607
915	0.4083241077
916	0.4081381126
917	0.4080398338
918	0.4079150354
919	0.40781845
920	0.4076293792
921	0.4074582762
922	0.4073384824
923	0.4072313487
924	0.4071240034
925	0.406917066
926	0.4068069923
927	0.4067285157
928	0.4065957596
929	0.4065011575
930	0.4064067011
931	0.4062378287
932	0.4061200404
933	0.4060436072
934	0.4057798266
935	0.4056838092
936	0.405575954
937	0.4054391148
938	0.4053701777
939	0.4052452579
940	0.4051186588
941	0.4050249205
942	0.4049404844
943	0.4047765129
944	0.4046456845
945	0.4045547987
946	0.4044341178
947	0.4041876491
948	0.404020818
949	0.4039107588
950	0.4038328301
951	0.4037554009
952	0.4036228895
953	0.4035420116
954	0.403432148
955	0.4033112229
956	0.4031998467
957	0.4030387525
958	0.4029281803
959	0.40284894
960	0.4027293312
961	0.4026400601
962	0.4025269939
963	0.4024080622
964	0.4023281392
965	0.4021935572
966	0.4021175563
967	0.4020203378
968	0.401943368
969	0.401830496
970	0.4017368821
971	0.4016346593
972	0.4015317456
973	0.4014391526
974	0.4013535754
975	0.4012603374
976	0.401166535
977	0.4010779027
978	0.4009949513
979	0.4008781851
980	0.4007830452
981	0.4006975833
982	0.4005787756
983	0.4004954956
984	0.400372713
985	0.4002882906
986	0.4001305353
987	0.4000499429
988	0.3999564156
989	0.3998399529
990	0.3997253414
991	0.3996215326
992	0.3995341542
993	0.3994017656
994	0.3992594585
995	0.3991783245
996	0.3990789821
997	0.3989457284
998	0.3988648435
999	0.3987852409
1000	0.3986050186
1001	0.3984632593
1002	0.398324631
1003	0.398243425
1004	0.3981345097
1005	0.3979665966
1006	0.3978430195
1007	0.397726283
1008	0.3976159581
1009	0.3975007837
1010	0.3973796594
1011	0.3972385399
1012	0.3971512101
1013	0.397052345
1014	0.3969219598
1015	0.3967820461
1016	0.3966781665
1017	0.396556937
1018	0.3963920981
1019	0.3962877375
1020	0.3961963289
1021	0.3960857729
1022	0.3959532968
1023	0.3958642941
1024	0.3957864272
1025	0.395663567
1026	0.3954885158
1027	0.3953326058
1028	0.3952061093
1029	0.3950888787
1030	0.3949153673
1031	0.3948026956
1032	0.3947220142
1033	0.3946394761
1034	0.3945329553
1035	0.394442527
1036	0.3943555747
1037	0.3942439587
1038	0.3940725096
1039	0.3939950681
1040	0.3938391963
1041	0.3937626892
1042	0.3936633446
1043	0.3935518959
1044	0.3934467706
1045	0.3933291038
1046	0.3932439467
1047	0.3930236472
1048	0.3929356807
1049	0.3928710548
1050	0.3928005395
1051	0.3926306106
1052	0.3925627689
1053	0.3924528217
1054	0.3923662986
1055	0.3922315473
1056	0.3921105408
1057	0.3920321482
1058	0.3919409281
1059	0.3918171405
1060	0.3917198556
1061	0.3916213146
1062	0.3915440593
1063	0.3914578321
1064	0.3913340357
1065	0.3912328568
1066	0.3911270066
1067	0.3910541989
1068	0.3909855451
1069	0.3909011791
1070	0.3907996159
1071	0.3905812589
1072	0.3904984154
1073	0.3904301088
1074	0.3903462996
1075	0.3902124846
1076	0.3901162492
1077	0.3900162227
1078	0.3899412904
1079	0.3898587038
1080	0.3897859281
1081	0.3896870837
1082	0.3895827569
1083	0.3894709892
1084	0.3893539925
1085	0.3892681197
1086	0.3891727308
1087	0.3890239685
1088	0.3888360089
1089	0.3887181957
1090	0.3886161594
1091	0.3885118763
1092	0.388407482
1093	0.3883424479
1094	0.3882487621
1095	0.3881229651
1096	0.3880386044
1097	0.387951079
1098	0.3878761254
1099	0.3877978087
1100	0.3876981393
1101	0.3876120227
1102	0.387537222
1103	0.387431593
1104	0.3873678275
1105	0.3872943892
1106	0.387152688
1107	0.3870752244
1108	0.3869837031
1109	0.3868400584
1110	0.3867580326
1111	0.3866549569
1112	0.386564825
1113	0.3864744433
1114	0.3864083747
1115	0.3862813758
1116	0.3862013511
1117	0.3861307461
1118	0.3860615167
1119	0.3859905119
1120	0.3859199169
1121	0.3858278134
1122	0.38570623
1123	0.385564409
1124	0.3854515386
1125	0.3853136202
1126	0.3852474608
1127	0.3851790885
1128	0.3851067347
1129	0.3850426341
1130	0.3849677645
1131	0.3848943649
1132	0.3848163263
1133	0.3847282732
1134	0.3846579019
1135	0.3845265067
1136	0.3844360689
1137	0.3843409289
1138	0.3842593389
1139	0.3841809915
1140	0.3841058803
1141	0.3840304156
1142	0.3839651655
1143	0.3839014361
1144	0.3838298091
1145	0.3837681393
1146	0.3836474772
1147	0.3835572241
1148	0.383461486
1149	0.3833630808
1150	0.3832476084
1151	0.38316651
1152	0.3830822192
1153	0.382989555
1154	0.3829020723
1155	0.3828095361
1156	0.3827379962
1157	0.3826325371
1158	0.3825518441
1159	0.3824801591
1160	0.3824201249
1161	0.382356621
1162	0.3822359654
1163	0.3821678634
1164	0.3820896062
1165	0.3820111353
1166	0.3819374015
1167	0.3818765738
1168	0.3817907937
1169	0.3816635293
1170	0.3815871739
1171	0.3814771951
1172	0.381381354
1173	0.3812987861
1174	0.3812361435
1175	0.3811508979
1176	0.3810587392
1177	0.3809513719
1178	0.3808454448
1179	0.3807231114
1180	0.3806344147
1181	0.380564044
1182	0.3805065692
1183	0.3804408863
1184	0.3803523778
1185	0.3802914949
1186	0.3801679678
1187	0.3800702571
1188	0.3799560556
1189	0.3798908021
1190	0.3797684899
1191	0.3796810205
1192	0.3796187612
1193	0.379533428
1194	0.3794784818
1195	0.3794092313
1196	0.379336381
1197	0.3792534744
1198	0.3791655434
1199	0.3790965226
1200	0.3789308211
1201	0.3788229824
1202	0.3787301212
1203	0.3786627196
1204	0.378590429
1205	0.3785082977
1206	0.3784326943
1207	0.3783681161
1208	0.3782956257
1209	0.378218618
1210	0.3781036426
1211	0.3780351022
1212	0.3779430014
1213	0.3778695678
1214	0.3777993533
1215	0.3777288632
1216	0.3776578383
1217	0.3775819998
1218	0.3775166176
1219	0.3773894679
1220	0.3772599723
1221	0.3772047959
1222	0.3771120066
1223	0.3770380061
1224	0.3769609355
1225	0.3768838355
1226	0.3767890319
1227	0.3767046786
1228	0.3766251269
1229	0.3765535492
1230	0.3764883285
1231	0.3764099039
1232	0.3763162416
1233	0.376217956
1234	0.3760995214
1235	0.376019515
1236	0.375898141
1237	0.3758274359
1238	0.3757345326
1239	0.3756357772
1240	0.3754811377
1241	0.3753833958
1242	0.3752571841
1243	0.3751830564
1244	0.3750779482
1245	0.3749757624
1246	0.3749042736
1247	0.3747980958
1248	0.3747121204
1249	0.3746431855
1250	0.3745709937
1251	0.3744887678
1252	0.3743932461
1253	0.3743105739
1254	0.3742205082
1255	0.3741269813
1256	0.3740278711
1257	0.3738905529
1258	0.3738199767
1259	0.3737424904
1260	0.3736693902
1261	0.3735963825
1262	0.3735229452
1263	0.373394885
1264	0.3733158996
1265	0.3732453163
1266	0.3731897386
1267	0.3731224741
1268	0.3730432409
1269	0.3729841546
1270	0.3729257052
1271	0.3728598125
1272	0.3727945303
1273	0.3727055839
1274	0.3726515467
1275	0.3725677767
1276	0.3724863906
1277	0.3724026045
1278	0.3723099023
1279	0.3721948799
1280	0.3721361826
1281	0.3720642316
1282	0.3719780592
1283	0.3718918547
1284	0.3718047019
1285	0.371720298
1286	0.371650912
1287	0.3715740735
1288	0.3715230081
1289	0.3714065029
1290	0.3713429274
1291	0.3712585993
1292	0.3711702907
1293	0.3710804752
1294	0.3710250278
1295	0.3709647666
1296	0.3708632884
1297	0.3708014504
1298	0.3706851911
1299	0.3705803539
1300	0.3705169205
1301	0.3704603422
1302	0.3703973375
1303	0.3703358383
1304	0.370206107
1305	0.3701370685
1306	0.3700591176
1307	0.3699960293
1308	0.3699336883
1309	0.369868717
1310	0.3697571017
1311	0.3696421374
1312	0.3695731775
1313	0.3695070006
1314	0.3694268246
1315	0.3693646649
1316	0.3693081803
1317	0.3692495957
1318	0.369174
1319	0.369105058
1320	0.369047515
1321	0.3689854947
1322	0.3689251939
1323	0.3688560952
1324	0.3687885066
1325	0.3687131152
1326	0.3686518035
1327	0.3685956943
1328	0.3684863472
1329	0.3684168552
1330	0.3683211618
1331	0.3682590195
1332	0.368195088
1333	0.3681029744
1334	0.368035764
1335	0.3679699718
1336	0.3679171507
1337	0.3678100959
1338	0.3677576338
1339	0.3676757303
1340	0.3676041817
1341	0.36754288
1342	0.3674752411
1343	0.3673951452
1344	0.3673192247
1345	0.367252451
1346	0.3671738673
1347	0.3671117336
1348	0.3670423335
1349	0.3669602965
1350	0.3668969534
1351	0.3668396945
1352	0.3667139671
1353	0.3666331195
1354	0.3665293519
1355	0.366450845
1356	0.366388379
1357	0.3663234952
1358	0.3662556808
1359	0.3661705326
1360	0.366064682
1361	0.3660127759
1362	0.3659521155
1363	0.3658913496
1364	0.3658343329
1365	0.3657683448
1366	0.3657021206
1367	0.3656188733
1368	0.3655240644
1369	0.3654498734
1370	0.3654037077
1371	0.3653186522
1372	0.365251269
1373	0.3651622952
1374	0.3651066027
1375	0.365045692
1376	0.3649606476
1377	0.3649053874
1378	0.3647890398
1379	0.3647018633
1380	0.3646400989
1381	0.3645715391
1382	0.3644949497
1383	0.3643893963
1384	0.3643230202
1385	0.3642425045
1386	0.3641094635
1387	0.3640271001
1388	0.3639697603
1389	0.3638653289
1390	0.3637986612
1391	0.3637453089
1392	0.3636461266
1393	0.3635647143
1394	0.3634950776
1395	0.3634223635
1396	0.3633285508
1397	0.3632729266
1398	0.3632165229
1399	0.363146678
1400	0.3630537509
1401	0.3629388879
1402	0.3628336699
1403	0.3627640891
1404	0.3627006224
1405	0.3626239196
1406	0.3625594864
1407	0.3624844501
1408	0.3624277308
1409	0.3623403454
1410	0.3622862283
1411	0.3621570116
1412	0.3620925376
1413	0.3620272434
1414	0.3619756178
1415	0.3618916578
1416	0.3618404274
1417	0.36177522
1418	0.3617181254
1419	0.3616661233
1420	0.3615789066
1421	0.3615025954
1422	0.3614022817
1423	0.3613422792
1424	0.3612582796
1425	0.3612033571
1426	0.3611424619
1427	0.3610330927
1428	0.3609501552
1429	0.3608960014
1430	0.3608301777
1431	0.3607828139
1432	0.3607262874
1433	0.3606665969
1434	0.3606005225
1435	0.3605319601
1436	0.3604667029
1437	0.360392324
1438	0.3603210735
1439	0.3602450601
1440	0.3601817774
1441	0.360124868
1442	0.3600244463
1443	0.3599511627
1444	0.3598762454
1445	0.3598167011
1446	0.3597392246
1447	0.3596883701
1448	0.3596300106
1449	0.3595679682
1450	0.3595187606
1451	0.3594497287
1452	0.3593849142
1453	0.3592900099
1454	0.3592327598
1455	0.3591521845
1456	0.35908294
1457	0.3590015329
1458	0.3589441075
1459	0.3588777124
1460	0.3588203619
1461	0.3587610268
1462	0.3587070622
1463	0.3586547513
1464	0.3585964223
1465	0.358534254
1466	0.3584773892
1467	0.3584021395
1468	0.3582595704
1469	0.3581933595
1470	0.3581379182
1471	0.3580737985
1472	0.3579656913
1473	0.3578882208
1474	0.357826003
1475	0.3577274322
1476	0.3576653975
1477	0.3575508716
1478	0.3574692537
1479	0.3574062468
1480	0.3573554218
1481	0.3572894276
1482	0.3572226396
1483	0.3571387459
1484	0.3570875857
1485	0.3570266723
1486	0.3569662732
1487	0.3568992706
1488	0.356819353
1489	0.3567295212
1490	0.3566618645
1491	0.3565784402
1492	0.3565112679
1493	0.3564096393
1494	0.3563430473
1495	0.3562873231
1496	0.3562102972
1497	0.3561400002
1498	0.3560797502
1499	0.3560104631
1500	0.3559501428
1501	0.3558861663
1502	0.3558391013
1503	0.3557786984
1504	0.3557209417
1505	0.35565236
1506	0.3555884946
1507	0.355523804
1508	0.355464717
1509	0.3554062033
1510	0.355333873
1511	0.3552489902
1512	0.3551681874
1513	0.3551175692
1514	0.3550646098
1515	0.3550070158
1516	0.354940811
1517	0.3548711092
1518	0.3548099272
1519	0.3547412691
